Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,GME,INTC,GME,INTC,GME,INTC,GME,INTC,GME,INTC
Date,,,,,,,,,,
2024-10-10,20.90999984741211,23.219999313354492,21.049999237060547,23.530000686645508,20.3799991607666,22.959999084472656,20.469999313354492,23.190000534057617,4180800,44874600
2024-10-11,20.829999923706055,23.559999465942383,21.219999313354492,23.81999969482422,20.65999984741211,22.979999542236328,20.65999984741211,23.049999237060547,3931600,43585300
2024-10-14,21.329999923706055,23.440000534057617,21.670000076293945,23.770000457763672,20.459999084472656,23.270000457763672,20.75,23.579999923706055,6636600,35403600
2024-10-15,21.270000457763672,22.65999984741211,21.68000030517578,23.719999313354492,20.979999542236328,22.469999313354492,21.450000762939453,23.40999984741211,4851900,68900600
2024-10-16,21.65999984741211,22.309999465942383,21.75,22.540000915527344,21.030000686645508,21.739999771118164,21.1299991607666,22.3799991607666,4264600,62151800
2024-10-17,21.40999984741211,22.440000534057617,21.65999984741211,22.81999969482422,21.229999542236328,22.399999618530273,21.5,22.719999313354492,3015300,43807600
2024-10-18,21.219999313354492,22.770000457763672,21.610000610351562,22.81999969482422,20.979999542236328,22.5,21.40999984741211,22.610000610351562,5302200,39971700
2024-10-21,20.700000762939453,22.84000015258789,21.219999313354492,22.8799991607666,20.65999984741211,22.25,21.100000381469727,22.610000610351562,3956500,39727000
2024-10-22,20.93000030517578,22.399999618530273,20.940000534057617,22.81999969482422,20.43000030517578,22.170000076293945,20.6200008392334,22.729999542236328,3232300,50160400
2024-10-23,20.540000915527344,21.979999542236328,20.979999542236328,22.43000030517578,20.350000381469727,21.579999923706055,20.729999542236328,22.299999237060547,2945000,45799100
2024-10-24,20.6299991607666,22.34000015258789,20.84000015258789,22.3700008392334,20.479999542236328,21.969999313354492,20.6299991607666,22.09000015258789,2682300,40554400
2024-10-25,20.56999969482422,22.68000030517578,21.43000030517578,23.34000015258789,20.540000915527344,22.40999984741211,20.649999618530273,22.420000076293945,5989000,67503000
2024-10-28,22.729999542236328,22.920000076293945,22.770000457763672,23.270000457763672,20.729999542236328,22.559999465942383,20.84000015258789,22.670000076293945,13641200,41915000
2024-10-29,22.68000030517578,22.899999618530273,23.200000762939453,23.139999389648438,22.09000015258789,22.40999984741211,22.700000762939453,22.8700008392334,10078100,83422200
2024-10-30,23.280000686645508,22.299999237060547,24.540000915527344,22.93000030517578,22.75,22.260000228881836,23.399999618530273,22.420000076293945,12383600,50941200
2024-10-31,22.18000030517578,21.520000457763672,23.030000686645508,22.25,22.049999237060547,21.469999313354492,22.829999923706055,22.149999618530273,5594500,112485500
2024-11-01,22.40999984741211,23.200000762939453,23.049999237060547,23.579999923706055,22.079999923706055,21.90999984741211,22.399999618530273,23.0,4744500,173471100
2024-11-04,22.329999923706055,22.520000457763672,22.649999618530273,23.0,21.8799991607666,22.0,22.200000762939453,22.959999084472656,4300200,84616300
2024-11-05,22.989999771118164,23.31999969482422,23.200000762939453,23.579999923706055,22.270000457763672,22.399999618530273,22.31999969482422,22.579999923706055,5858400,59153300
2024-11-06,23.100000381469727,25.049999237060547,23.81999969482422,25.1200008392334,22.899999618530273,24.049999237060547,23.309999465942383,24.299999237060547,6648000,116760500
2024-11-07,23.450000762939453,26.229999542236328,23.65999984741211,26.3799991607666,22.809999465942383,25.190000534057617,23.06999969482422,25.43000030517578,5554400,101489300
2024-11-08,24.8799991607666,26.200000762939453,25.389999389648438,26.43000030517578,23.239999771118164,25.829999923706055,23.440000534057617,26.0,15908600,76428000
2024-11-11,27.260000228881836,25.049999237060547,28.049999237060547,26.290000915527344,24.6299991607666,24.829999923706055,25.260000228881836,25.959999084472656,26633000,80185300
2024-11-12,26.84000015258789,24.15999984741211,27.100000381469727,24.959999084472656,24.950000762939453,23.889999389648438,26.059999465942383,24.65999984741211,18972700,62539700
2024-11-13,26.459999084472656,24.920000076293945,28.219999313354492,25.139999389648438,26.219999313354492,24.020000457763672,26.260000228881836,24.059999465942383,18490300,58202000
2024-11-14,27.3700008392334,25.030000686645508,28.280000686645508,25.610000610351562,26.719999313354492,24.93000030517578,27.170000076293945,25.1200008392334,16502000,49252100
2024-11-15,26.59000015258789,24.350000381469727,28.59000015258789,24.81999969482422,26.31999969482422,24.229999542236328,28.079999923706055,24.809999465942383,16451800,55104900
2024-11-18,26.440000534057617,24.84000015258789,27.15999984741211,25.020000457763672,25.850000381469727,24.15999984741211,26.649999618530273,24.329999923706055,8541600,59667300
2024-11-19,27.56999969482422,24.200000762939453,27.600000381469727,24.540000915527344,25.709999084472656,24.100000381469727,25.889999389648438,24.5,8698600,61190900
2024-11-20,28.450000762939453,24.010000228881836,29.799999237060547,24.209999084472656,27.260000228881836,23.549999237060547,27.260000228881836,24.06999969482422,22089700,50191500
2024-11-21,27.81999969482422,24.440000534057617,29.170000076293945,24.770000457763672,27.18000030517578,23.829999923706055,29.09000015258789,24.079999923706055,10587200,58928400
2024-11-22,27.899999618530273,24.5,28.459999084472656,24.68000030517578,27.420000076293945,24.139999389648438,27.8799991607666,24.350000381469727,7975700,36784700
2024-11-25,29.670000076293945,24.8700008392334,29.770000457763672,25.56999969482422,27.959999084472656,24.760000228881836,28.049999237060547,25.040000915527344,13090400,91128400
2024-11-26,30.329999923706055,24.049999237060547,32.119998931884766,24.989999771118164,28.780000686645508,23.809999465942383,29.399999618530273,24.950000762939453,24657300,69613600
2024-11-27,30.889999389648438,23.649999618530273,31.549999237060547,23.93000030517578,30.510000228881836,23.059999465942383,30.799999237060547,23.829999923706055,12895100,53992300
2024-11-29,29.049999237060547,24.049999237060547,31.079999923706055,24.280000686645508,28.850000381469727,23.600000381469727,31.010000228881836,23.719999313354492,10473700,36616800
2024-12-02,27.270000457763672,23.93000030517578,29.3700008392334,25.479999542236328,26.75,23.440000534057617,28.959999084472656,24.84000015258789,13576600,150497900
2024-12-03,27.440000534057617,22.469999313354492,27.59000015258789,23.75,26.489999771118164,22.440000534057617,26.549999237060547,23.68000030517578,6009900,138160500
2024-12-04,27.030000686645508,21.959999084472656,27.829999923706055,22.540000915527344,26.6299991607666,21.809999465942383,27.06999969482422,22.530000686645508,6387500,104649000
2024-12-05,28.6299991607666,20.799999237060547,30.8700008392334,22.190000534057617,26.149999618530273,20.65999984741211,27.0,22.040000915527344,40704900,167993500
2024-12-06,29.059999465942383,20.920000076293945,29.350000381469727,21.049999237060547,28.110000610351562,20.65999984741211,29.1200008392334,20.950000762939453,15161400,78539100
2024-12-09,27.93000030517578,20.809999465942383,29.860000610351562,21.059999465942383,27.739999771118164,20.729999542236328,29.0,20.920000076293945,11495400,68818200
2024-12-10,26.93000030517578,20.15999984741211,28.389999389648438,20.860000610351562,26.850000381469727,19.959999084472656,27.8799991607666,20.829999923706055,18209400,90004800
2024-12-11,28.969999313354492,20.1200008392334,30.15999984741211,20.25,27.510000228881836,19.8700008392334,27.75,20.139999389648438,20485000,75209300
2024-12-12,28.75,20.780000686645508,29.65999984741211,20.899999618530273,28.579999923706055,19.920000076293945,28.899999618530273,20.020000457763672,8855700,77695000
2024-12-13,27.989999771118164,20.34000015258789,28.860000610351562,20.799999237060547,27.920000076293945,20.25,28.700000762939453,20.600000381469727,6581600,55104100
2024-12-16,29.440000534057617,20.829999923706055,29.59000015258789,21.100000381469727,27.270000457763672,20.0,27.700000762939453,20.170000076293945,8700000,73832900
2024-12-17,31.260000228881836,20.440000534057617,31.8799991607666,20.770000457763672,29.639999389648438,20.290000915527344,29.639999389648438,20.639999389648438,19948100,51767200
2024-12-18,28.549999237060547,19.299999237060547,31.700000762939453,20.579999923706055,28.34000015258789,19.209999084472656,31.100000381469727,20.479999542236328,13947300,86041200
2024-12-19,29.0,19.059999465942383,30.600000381469727,19.690000534057617,28.81999969482422,19.030000686645508,29.15999984741211,19.530000686645508,10338200,69117800
2024-12-20,29.81999969482422,19.520000457763672,30.520000457763672,19.760000228881836,28.309999465942383,18.899999618530273,28.540000915527344,18.969999313354492,19606700,108453700
2024-12-23,30.899999618530273,20.200000762939453,31.110000610351562,20.229999542236328,29.780000686645508,19.520000457763672,29.81999969482422,19.579999923706055,8226500,57988400
2024-12-24,31.139999389648438,20.399999618530273,31.59000015258789,20.399999618530273,30.579999923706055,19.959999084472656,31.0,20.219999313354492,5523500,29884000
2024-12-26,32.9900016784668,20.440000534057617,34.369998931884766,20.670000076293945,31.600000381469727,20.079999923706055,32.619998931884766,20.229999542236328,20432900,39846200
2024-12-27,32.20000076293945,20.299999237060547,33.04999923706055,20.610000610351562,30.729999542236328,20.09000015258789,32.38999938964844,20.209999084472656,10141700,48260800
2024-12-30,32.0099983215332,19.81999969482422,32.880001068115234,20.110000610351562,31.610000610351562,19.729999542236328,31.799999237060547,20.010000228881836,9593100,59608100
2024-12-31,31.34000015258789,20.049999237060547,32.439998626708984,20.399999618530273,31.100000381469727,19.8799991607666,32.060001373291016,19.989999771118164,7395300,49846700
2025-01-02,30.65999984741211,20.219999313354492,32.04999923706055,20.43000030517578,30.3700008392334,20.0,31.84000015258789,20.229999542236328,7979700,46438500
2025-01-03,31.649999618530273,20.559999465942383,32.13999938964844,20.670000076293945,30.56999969482422,20.059999465942383,30.799999237060547,20.389999389648438,7461800,48983900
2025-01-06,32.81999969482422,19.8700008392334,33.4900016784668,20.979999542236328,30.760000228881836,19.780000686645508,31.700000762939453,20.829999923706055,12609400,83271000
2025-01-07,33.369998931884766,20.010000228881836,34.400001525878906,20.34000015258789,31.709999084472656,19.899999618530273,32.79999923706055,20.020000457763672,13360700,61726100
2025-01-08,32.959999084472656,19.8799991607666,33.369998931884766,20.1200008392334,32.40999984741211,19.709999084472656,32.970001220703125,19.829999923706055,6320000,47897100
2025-01-10,32.310001373291016,19.149999618530273,32.939998626708984,19.65999984741211,31.399999618530273,18.90999984741211,32.5,19.65999984741211,7068200,71244600
2025-01-13,31.020000457763672,19.200000762939453,31.799999237060547,19.25,30.899999618530273,18.729999542236328,31.600000381469727,18.920000076293945,5567000,50669000
2025-01-14,27.8799991607666,19.200000762939453,31.68000030517578,19.520000457763672,27.559999465942383,18.81999969482422,31.260000228881836,19.360000610351562,11796600,47147500
2025-01-15,27.959999084472656,19.719999313354492,29.329999923706055,19.770000457763672,27.84000015258789,19.170000076293945,28.899999618530273,19.399999618530273,6025400,56306000
2025-01-16,27.719999313354492,19.670000076293945,28.139999389648438,19.950000762939453,27.40999984741211,19.399999618530273,27.940000534057617,19.75,4432000,44898100
2025-01-17,27.510000228881836,21.489999771118164,28.790000915527344,21.6200008392334,27.020000457763672,20.790000915527344,27.610000610351562,21.260000228881836,8977500,166483900
2025-01-21,27.469999313354492,21.770000457763672,27.56999969482422,22.40999984741211,26.329999923706055,21.75,27.399999618530273,22.030000686645508,5867800,96262200
2025-01-22,27.649999618530273,21.860000610351562,28.020000457763672,22.290000915527344,27.299999237060547,21.56999969482422,27.360000610351562,21.729999542236328,5025400,60972600
2025-01-23,28.329999923706055,21.56999969482422,29.260000228881836,21.75,27.68000030517578,21.350000381469727,27.8799991607666,21.690000534057617,8828200,55778200
2025-01-24,27.770000457763672,20.829999923706055,28.670000076293945,21.40999984741211,27.6200008392334,20.75,28.299999237060547,21.360000610351562,4511600,66300600
2025-01-27,26.969999313354492,20.290000915527344,27.68000030517578,21.059999465942383,26.799999237060547,20.139999389648438,26.920000076293945,20.809999465942383,5060300,83582100
2025-01-28,27.459999084472656,19.799999237060547,27.59000015258789,20.34000015258789,26.649999618530273,19.739999771118164,27.0,20.34000015258789,3169900,73411400
2025-01-29,27.510000228881836,19.75,27.739999771118164,20.079999923706055,27.059999465942383,19.65999984741211,27.40999984741211,19.8700008392334,3220400,86506800
2025-01-30,27.989999771118164,20.010000228881836,28.229999542236328,20.100000381469727,27.709999084472656,19.43000030517578,27.84000015258789,19.719999313354492,3343900,108167000
2025-01-31,26.899999618530273,19.43000030517578,28.18000030517578,20.329999923706055,26.899999618530273,19.3799991607666,27.790000915527344,20.100000381469727,4544000,117474900
2025-02-03,25.889999389648438,19.3799991607666,26.540000915527344,19.75,25.5,18.780000686645508,25.56999969482422,18.969999313354492,5740500,77523100
2025-02-04,25.899999618530273,19.290000915527344,26.25,19.530000686645508,25.799999237060547,19.020000457763672,25.850000381469727,19.100000381469727,3353700,54098200
2025-02-05,24.93000030517578,19.649999618530273,25.809999465942383,19.770000457763672,24.899999618530273,18.90999984741211,25.700000762939453,19.190000534057617,4580200,66059200
2025-02-06,24.799999237060547,19.3799991607666,25.389999389648438,19.700000762939453,24.530000686645508,19.219999313354492,24.93000030517578,19.510000228881836,4349500,45553800
2025-02-07,24.729999542236328,19.100000381469727,25.020000457763672,19.360000610351562,24.600000381469727,19.030000686645508,24.899999618530273,19.350000381469727,3403300,58277900
2025-02-10,27.1200008392334,19.770000457763672,27.270000457763672,20.079999923706055,25.299999237060547,19.239999771118164,25.5,19.25,9694700,73007300
2025-02-11,26.559999465942383,20.969999313354492,27.760000228881836,21.8799991607666,26.469999313354492,19.860000610351562,26.850000381469727,19.8700008392334,7042700,150960700
2025-02-12,25.989999771118164,22.479999542236328,26.399999618530273,22.559999465942383,25.600000381469727,20.93000030517578,26.1200008392334,21.979999542236328,3999200,162631200
2025-02-13,26.34000015258789,24.1299991607666,26.399999618530273,24.829999923706055,25.75,22.790000915527344,25.75,22.84000015258789,8255300,248661300
2025-02-14,27.0,23.600000381469727,28.969999313354492,25.190000534057617,26.899999618530273,22.860000610351562,28.899999618530273,24.360000610351562,12142600,230254100
2025-02-18,26.969999313354492,27.389999389648438,27.59000015258789,27.549999237060547,26.65999984741211,24.489999771118164,27.030000686645508,24.600000381469727,5337800,284292200
2025-02-19,26.0,25.719999313354492,26.959999084472656,26.329999923706055,25.920000076293945,25.459999084472656,26.799999237060547,25.979999542236328,4382100,151881700
2025-02-20,27.040000915527344,26.09000015258789,27.450000762939453,26.1200008392334,25.760000228881836,24.479999542236328,25.799999237060547,25.559999465942383,7735200,144939600
2025-02-21,26.420000076293945,24.8700008392334,27.579999923706055,26.290000915527344,26.15999984741211,24.84000015258789,27.25,25.959999084472656,6130900,111630900
